%time,Cum_irr,EC_drain_PC,Rhair,Tair,Tot_PAR,pH_drain_PC
739621.6354166666,0.6,3.78,88.25,20.96,256.71,6.51
739621.6458333334,0.6,3.72,88.54,21.1,260.35,6.49
739621.65625,0.6,3.71,87.72,20.83,266.77,6.45
739621.6666666666,0.6,3.71,88.16,21.04,269.5,6.4
739621.6770833333,0.6,3.79,88.51,20.85,236.9,6.31
739621.6875,0.6,3.81,88.39,20.93,264.73,6.39
739621.6979166666,0.6,3.78,87.86,21.33,258.71,6.42
739621.7083333334,0.6,3.85,89.36,21.81,249.08,6.42
739621.71875,0.6,3.81,88.97,21.97,250.05,6.4
739621.7291666667,0.6,3.76,88.68,22.19,245.25,6.3
739621.7395833334,0.6,3.79,89.02,22.72,267.98,6.24
739621.75,0.6,3.83,88.48,23.05,229.93,6.29
739621.7604166666,0.6,3.84,89.05,23.04,235.27,6.26
739621.7708333334,0.6,3.86,89.33,23.38,228.42,6.26
739621.78125,0.6,3.72,90.0,23.73,223.86,6.18
739621.7916666666,0.6,3.73,89.92,23.24,206.2,6.21
739621.8020833333,0.6,3.81,90.0,23.23,215.54,6.24
739621.8125,0.6,3.84,89.61,23.31,201.9,6.26
739621.8229166666,0.6,3.84,89.54,23.25,211.23,6.32
739621.8333333334,0.6,3.87,88.38,23.05,215.44,6.34
739621.84375,0.6,3.84,87.7,22.64,208.28,6.36
739621.8541666667,0.6,3.88,88.26,22.56,186.2,6.37
739621.8645833334,0.6,3.85,87.93,21.86,174.12,6.37
739621.875,0.6,3.89,88.36,21.71,180.13,6.38
739621.8854166666,0.6,3.9,88.43,21.31,158.34,6.37
739621.8958333334,0.6,3.87,88.27,21.22,160.38,6.25
739621.90625,0.6,3.81,88.91,21.29,131.93,6.14
739621.9166666666,0.6,3.8,88.34,21.5,147.02,6.04
739621.9270833333,0.6,3.86,88.06,20.81,150.57,6.02
739621.9375,0.6,3.81,88.07,20.54,146.2,5.99
739621.9479166666,0.6,3.81,88.39,20.08,150.81,5.95
739621.9583333334,0.6,3.81,87.7,20.25,118.8,5.94
739621.96875,0.6,3.78,88.42,20.44,142.81,5.95
739621.9791666667,0.6,3.76,89.0,20.59,122.61,5.89
739621.9895833334,0.6,3.79,88.52,20.46,103.01,5.85
739622.0,0.0,3.89,89.03,20.72,113.86,5.85
739622.0104166666,0.0,3.78,90.0,21.27,106.98,5.87
739622.0208333334,0.0,3.76,90.0,21.15,91.66,5.92
739622.03125,0.0,3.86,89.26,20.75,98.12,5.9
739622.0416666666,0.0,3.74,88.83,20.61,116.31,5.95
739622.0520833333,0.0,3.71,89.2,20.83,107.49,5.9
739622.0625,0.0,3.76,88.73,20.82,101.49,5.95
739622.0729166666,0.0,3.75,88.3,21.14,116.05,5.93
739622.0833333334,0.0,3.8,88.79,21.62,112.58,5.89
739622.09375,0.0,3.83,88.05,21.75,86.93,5.91
739622.1041666667,0.0,3.81,87.72,21.6,100.72,5.89
739622.1145833334,0.0,3.85,88.27,21.54,77.86,5.97
739622.125,0.0,3.87,87.9,21.67,72.85,5.96
739622.1354166666,0.0,3.87,88.92,21.62,77.39,6.0
739622.1458333334,0.0,3.86,88.38,21.44,89.53,5.97
739622.15625,0.0,3.83,88.02,21.34,94.58,5.97
739622.1666666666,0.0,3.78,87.61,21.29,98.71,5.98
739622.1770833333,0.0,3.79,86.49,21.45,129.57,5.94
739622.1875,0.0,3.8,86.21,21.16,90.56,5.89
739622.1979166666,0.0,3.81,86.0,20.67,101.07,5.84
739622.2083333334,0.0,3.86,85.34,20.57,88.01,5.82
739622.21875,0.0,3.85,85.0,20.43,115.5,5.82
739622.2291666667,0.0,3.9,85.01,20.53,107.65,5.84
739622.2395833334,0.0,3.82,85.74,20.46,113.15,5.76
739622.25,0.0,3.89,86.75,20.29,113.57,5.79
739622.2604166666,0.0,3.94,86.47,20.55,131.01,5.9
739622.2708333334,0.0,4.0,85.93,21.15,108.44,5.79
739622.28125,0.0,3.99,86.54,21.04,135.38,5.85
739622.2916666666,0.0,3.94,86.65,21.13,133.56,5.8
739622.3020833333,0.0,3.98,87.49,20.92,141.8,5.83
739622.3125,0.0,3.9,87.53,20.97,123.11,5.81
739622.3229166666,0.0,3.92,87.68,21.05,146.89,5.83
739622.3333333334,0.0,3.98,86.91,20.97,149.4,5.8
739622.34375,0.0,4.0,86.49,21.27,167.37,5.76
739622.3541666667,0.0,4.0,86.42,21.24,167.0,5.76
739622.3645833334,0.0,4.0,86.66,21.17,159.78,5.78
739622.375,0.0,3.98,86.31,21.07,166.72,5.77
739622.3854166666,0.0,3.98,87.22,20.6,208.67,5.8
739622.3958333334,0.0,3.97,86.81,20.56,180.65,5.85
739622.40625,0.0,3.97,86.79,20.6,203.1,5.8
739622.4166666666,0.0,4.0,85.81,20.71,202.69,5.83
739622.4270833333,0.0,3.93,87.08,20.51,207.44,5.79
739622.4375,0.0,3.93,87.16,20.41,218.13,5.79
739622.4479166666,0.0,3.96,86.75,20.42,207.53,5.84
739622.4583333334,0.0,4.0,87.0,20.47,247.02,5.81
739622.46875,0.0,3.91,86.95,19.86,221.82,5.74
739622.4791666667,0.0,3.85,87.26,20.18,225.28,5.81
739622.4895833334,0.0,3.85,87.26,20.24,237.36,5.77
739622.5,0.0,3.96,86.61,21.32,221.71,5.76
739622.5104166666,0.0,3.92,86.19,21.72,258.24,5.79
739622.5208333334,0.0,3.86,86.16,21.78,287.42,5.91
739622.53125,0.0,3.88,85.61,22.01,265.74,5.88
739622.5416666666,0.0,3.9,85.1,21.61,265.16,5.88
739622.5520833333,0.0,3.96,85.09,21.39,256.86,5.85
739622.5625,0.0,3.9,84.56,21.06,261.06,5.86
739622.5729166666,0.0,3.92,84.63,21.02,244.46,5.89
739622.5833333334,0.0,3.96,85.21,20.93,263.33,5.89
739622.59375,0.0,3.95,85.16,21.0,260.66,5.89
739622.6041666667,0.0,4.0,85.38,20.87,266.0,5.82
739622.6145833334,0.0,4.0,85.13,20.46,256.72,5.84
739622.625,0.0,4.0,84.85,20.62,256.24,5.86
739622.6354166666,0.0,3.92,85.86,20.27,263.28,5.89
739622.6458333334,0.0,3.88,86.18,20.6,251.24,5.95
739622.65625,0.0,3.91,86.45,20.56,278.14,6.03
739622.6666666666,0.0,3.96,85.76,20.33,241.97,5.96
739622.6770833333,0.0,4.0,85.25,20.59,257.55,6.05
739622.6875,0.0,4.0,85.28,20.41,264.73,5.98
739622.6979166666,0.0,3.99,85.62,20.74,245.41,5.97
739622.7083333334,0.0,4.0,85.88,21.04,255.84,5.95
739622.71875,0.0,4.0,85.99,20.88,278.88,5.98
739622.7291666667,0.0,4.0,85.83,20.68,263.49,6.03
739622.7395833334,0.0,4.0,85.78,20.85,250.05,5.96
739622.75,0.0,4.0,85.38,20.52,246.9,6.0
739622.7604166666,0.0,4.0,86.42,21.03,244.31,5.95
739622.7708333334,0.0,3.95,86.88,21.07,215.9,5.88
739622.78125,0.0,4.0,86.56,21.27,223.04,5.88
739622.7916666666,0.0,4.0,87.47,21.01,224.64,5.92
739622.8020833333,0.0,4.0,87.38,20.66,206.54,5.98
739622.8125,0.0,3.9,86.08,21.04,198.52,5.99
739622.8229166666,0.0,3.96,86.24,20.86,209.21,6.02
739622.8333333334,0.0,3.97,86.61,20.77,206.33,6.03
739622.84375,0.0,4.0,86.13,20.32,182.37,6.04
739622.8541666667,0.0,4.0,85.95,20.58,183.78,6.11
739622.8645833334,0.0,3.93,85.91,21.06,167.58,6.06
739622.875,0.0,3.9,84.98,21.05,154.04,6.08
739622.8854166666,0.0,3.88,85.62,20.81,169.2,6.0
739622.8958333334,0.0,3.89,85.85,20.74,156.62,6.01
739622.90625,0.0,3.93,84.97,19.83,150.76,6.01
739622.9166666666,0.0,3.92,84.38,19.7,153.81,5.96
739622.9270833333,0.0,3.93,84.16,19.92,173.58,5.94
739622.9375,0.0,3.94,83.93,19.78,107.26,5.95
739622.9479166666,0.0,3.95,82.87,19.94,138.59,5.96
739622.9583333334,0.0,4.0,83.21,19.96,136.34,5.93
739622.96875,0.0,4.0,84.17,20.1,123.91,5.88
739622.9791666667,0.0,3.99,84.53,19.88,104.0,5.9
739622.9895833334,0.0,3.96,83.87,19.98,127.29,5.95
739623.0,0.0,3.89,84.33,19.88,82.6,5.97
739623.0104166666,0.0,3.86,84.22,20.26,128.5,5.93
739623.0208333334,0.0,3.75,84.27,21.14,106.73,5.86
739623.03125,0.0,3.76,84.19,21.43,100.06,5.9
739623.0416666666,0.0,3.79,85.59,20.91,92.13,5.92
739623.0520833333,0.0,3.74,84.71,21.16,98.41,5.88
739623.0625,0.0,3.75,84.13,21.44,113.33,5.71
739623.0729166666,0.0,3.83,84.47,21.53,94.72,5.69
739623.0833333334,0.0,3.81,84.4,21.1,87.82,5.75
739623.09375,0.0,3.76,84.18,21.09,99.1,5.84
739623.1041666667,0.0,3.81,84.28,21.14,91.8,5.8
739623.1145833334,0.0,3.81,85.24,20.6,102.12,5.8
739623.125,0.0,3.84,85.98,20.38,105.67,5.72
739623.1354166666,0.0,3.81,86.84,20.11,86.06,5.68
739623.1458333334,0.0,3.86,87.25,19.96,119.72,5.66
739623.15625,0.0,3.85,87.43,19.95,72.32,5.75
739623.1666666666,0.0,3.84,87.19,20.03,87.38,5.75
739623.1770833333,0.0,3.85,86.84,20.34,106.21,5.72
739623.1875,0.0,3.92,86.84,20.07,110.92,5.73
739623.1979166666,0.0,3.91,87.15,20.2,104.75,5.76
739623.2083333334,0.0,3.87,87.06,20.41,81.38,5.66
739623.21875,0.0,3.88,87.51,20.21,107.43,5.7
739623.2291666667,0.0,3.96,86.94,19.76,92.13,5.73
739623.2395833334,0.0,3.94,87.18,19.55,126.41,5.72
739623.25,0.0,3.9,87.29,19.85,104.82,5.71
739623.2604166666,0.0,3.87,86.58,19.81,120.48,5.75
739623.2708333334,0.0,3.81,85.76,20.35,105.42,5.68
739623.28125,0.0,3.91,86.28,19.99,122.57,5.69
739623.2916666666,0.0,3.88,86.02,20.36,141.77,5.65
739623.3020833333,0.0,3.87,86.57,20.45,135.05,5.65
739623.3125,0.0,3.96,85.94,20.39,136.21,5.6
739623.3229166666,0.0,3.95,86.37,19.81,149.96,5.52
739623.3333333334,0.6,3.88,86.12,20.34,142.78,5.53
739623.34375,0.6,3.94,86.21,20.58,153.84,5.55
739623.3541666667,0.6,3.94,86.51,20.69,159.58,5.57
739623.3645833334,0.6,4.0,86.19,20.93,156.61,5.6
739623.375,0.6,4.0,86.59,21.06,166.1,5.57
739623.3854166666,0.6,3.97,86.64,20.67,165.58,5.57
739623.3958333334,0.6,4.0,86.28,21.19,174.61,5.61
739623.40625,0.6,3.99,87.02,21.09,210.2,5.61
739623.4166666666,0.6,4.0,87.01,21.18,213.03,5.6
739623.4270833333,0.6,3.97,87.18,20.98,219.43,5.68
739623.4375,0.6,4.0,87.89,21.08,204.84,5.71
739623.4479166666,0.6,4.0,87.16,20.86,230.38,5.75
739623.4583333334,0.6,4.0,86.83,21.16,202.24,5.68
739623.46875,0.6,4.0,86.64,21.32,236.49,5.67
739623.4791666667,0.6,4.0,86.93,21.18,234.01,5.7
739623.4895833334,0.6,4.0,86.19,21.31,236.23,5.64
739623.5,0.6,4.0,85.76,21.05,251.36,5.69
739623.5104166666,0.6,3.94,85.66,21.31,252.82,5.68
739623.5208333334,0.6,3.95,86.72,20.94,238.31,5.67
739623.53125,0.6,3.9,86.78,20.94,254.98,5.68
739623.5416666666,0.6,3.93,87.42,21.17,237.2,5.64
739623.5520833333,0.6,3.94,86.48,20.98,233.88,5.7
739623.5625,0.6,3.95,86.45,21.23,250.99,5.67
739623.5729166666,0.6,4.0,85.57,20.75,263.66,5.77
739623.5833333334,0.6,3.93,85.57,21.0,252.09,5.73
739623.59375,0.6,3.88,85.68,20.95,260.43,5.77
739623.6041666667,0.6,3.85,85.74,21.03,254.57,5.87
739623.6145833334,0.6,3.87,85.84,20.66,245.1,5.79
739623.625,0.6,3.92,86.57,20.82,253.56,5.79
739623.6354166666,0.6,3.88,85.76,21.36,256.72,5.79
739623.6458333334,0.6,3.84,86.07,22.06,265.05,5.85
739623.65625,0.6,3.88,85.85,21.89,268.91,5.93
739623.6666666666,0.6,3.85,85.56,21.89,278.42,5.93
739623.6770833333,0.6,3.88,86.0,21.87,249.47,5.79
739623.6875,0.6,3.87,86.24,22.2,290.88,5.81
739623.6979166666,0.6,3.91,86.51,22.08,254.36,5.73
739623.7083333334,0.6,4.0,86.44,21.9,243.48,5.86
739623.71875,0.6,4.0,85.15,22.1,243.82,5.92
739623.7291666667,0.6,4.0,85.55,21.91,245.48,5.91
739623.7395833334,0.6,3.96,85.22,22.01,233.26,5.94
739623.75,0.6,3.99,84.91,22.28,209.73,5.96
739623.7604166666,0.6,3.85,84.56,22.28,193.62,5.97
739623.7708333334,0.6,3.83,83.99,22.82,219.49,6.0
739623.78125,0.6,3.86,83.72,22.95,214.89,5.95
739623.7916666666,0.6,3.93,83.66,23.3,207.12,5.91
739623.8020833333,0.6,3.87,83.61,23.17,207.88,5.98
739623.8125,0.6,3.84,82.89,22.82,209.64,6.07
739623.8229166666,0.6,3.74,82.65,22.96,190.77,6.03
739623.8333333334,0.6,3.73,82.37,22.72,200.26,5.93
739623.84375,0.6,3.69,82.13,22.82,185.93,5.85
739623.8541666667,0.6,3.66,82.0,22.93,182.63,5.87
739623.8645833334,0.6,3.7,82.55,22.64,168.8,5.88
739623.875,0.6,3.71,82.44,22.52,189.93,5.93
739623.8854166666,0.6,3.64,81.51,22.58,172.52,5.94
739623.8958333334,0.6,3.71,81.62,22.74,157.86,6.01
739623.90625,0.6,3.73,81.33,23.11,163.37,5.89
739623.9166666666,0.6,3.66,80.64,23.33,147.82,5.87
739623.9270833333,0.6,3.63,80.78,23.14,150.15,5.84
739623.9375,0.6,3.69,80.94,23.05,157.25,5.85
739623.9479166666,0.6,3.61,81.15,23.45,119.77,5.85
739623.9583333334,0.6,3.66,80.38,23.55,136.6,5.85
739623.96875,0.6,3.62,80.59,23.71,110.27,5.81
739623.9791666667,0.6,3.61,79.88,23.54,125.38,5.88
739623.9895833334,0.6,3.54,80.0,24.01,136.88,5.88
